"obs_site","ant","tag_id","run","rtype_name","filename","rel_site","rel_rkm","subbasin","subbasin_name","rel_date","etype","date","length","count","transported","year","mindate","maxdate"
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA530C","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Observation",2015-04-17 04:59:43,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA530C","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Observation",2015-04-21 05:44:15,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA57A7","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Mark",2016-02-18 13:00:00,780,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA58A2","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Mark",2015-01-26 15:00:00,540,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA58A2","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Observation",2015-03-22 01:19:08,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA58B5","Summer","Wild Fish or Natural Production","JDB16095.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-04,"Mark",2016-04-04 13:00:00,570,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA58BE","Summer","Wild Fish or Natural Production","JDB16067.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-07,"Mark",2016-03-07 13:00:00,660,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA58BE","Summer","Wild Fish or Natural Production","JDB16067.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-07,"Observation",2016-04-17 13:21:05,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA596A","Summer","Wild Fish or Natural Production","JDB16046.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-15,"Mark",2016-02-15 13:00:00,630,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA5976","Summer","Wild Fish or Natural Production","JDB15023.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-23,"Mark",2015-01-23 15:00:00,740,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA5976","Summer","Wild Fish or Natural Production","JDB15023.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-23,"Observation",2015-03-25 18:13:08,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA5976","Summer","Wild Fish or Natural Production","JDB15023.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-23,"Observation",2015-04-04 08:27:54,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA5C01","Summer","Wild Fish or Natural Production","JDB15083.TOT","TOUCHR","509.035",17070102,"Walla Walla",2015-03-24,"Mark",2015-03-24 15:00:00,690,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA5C01","Summer","Wild Fish or Natural Production","JDB15083.TOT","TOUCHR","509.035",17070102,"Walla Walla",2015-03-24,"Observation",2015-04-14 11:46:18,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA5D2D","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Mark",2015-03-13 14:00:00,620,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA6117","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Mark",2016-03-16 13:00:00,620,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA6117","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Observation",2016-04-19 23:39:22,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA626D","Summer","Wild Fish or Natural Production","JDB16062.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-02,"Mark",2016-03-02 13:00:00,710,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA626D","Summer","Wild Fish or Natural Production","JDB16062.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-02,"Observation",2016-04-03 02:05:32,NA,1,FALSE,NA,NA,NA
"MCJ","ADULT FISH RETURN","3D9.1C2DCA626D","Summer","Wild Fish or Natural Production","JDB16062.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-02,"Observation",2016-04-08 06:17:34,NA,2,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA6466","Summer","Wild Fish or Natural Production","JDB16043.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-12,"Mark",2016-02-12 13:00:00,640,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA6478","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Mark",2016-02-18 13:00:00,640,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA64B9","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,730,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA68B1","Summer","Wild Fish or Natural Production","JDB15092.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-02,"Mark",2015-04-02 15:00:00,670,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA6E3E","Summer","Wild Fish or Natural Production","JDB16072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-12,"Mark",2016-03-12 13:00:00,710,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA6F1D","Summer","Wild Fish or Natural Production","JDB16090.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-30,"Mark",2016-03-30 13:00:00,700,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA6F28","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,630,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA706C","Summer","Hatchery Reared","JDB16068.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-08,"Mark",2016-03-08 13:00:00,570,1,FALSE,NA,NA,NA
"B2J","FULL FLOW BYPASS","3D9.1C2DCA706C","Summer","Hatchery Reared","JDB16068.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-08,"Observation",2016-04-10 08:24:35,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA70B9","Summer","Hatchery Reared","JDB16077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-17,"Mark",2016-03-17 13:00:00,600,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA719D","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Mark",2016-03-16 13:00:00,680,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA719D","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Observation",2016-04-05 22:07:05,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7663","Summer","Wild Fish or Natural Production","JDB15120.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-30,"Mark",2015-04-30 16:00:00,640,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA7663","Summer","Wild Fish or Natural Production","JDB15120.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-30,"Observation",2015-05-08 22:21:51,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA788C","Summer","Hatchery Reared","JDB16036.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-05,"Mark",2016-02-05 13:00:00,610,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA797A","Summer","Wild Fish or Natural Production","JDB16042.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-11,"Mark",2016-02-11 13:00:00,540,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA797A","Summer","Wild Fish or Natural Production","JDB16042.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-11,"Observation",2016-04-09 13:15:13,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7A40","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Mark",2015-01-26 15:00:00,590,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA7A40","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Observation",2015-03-12 22:01:25,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA7A40","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Observation",2015-04-13 16:45:57,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7BA1","Summer","Hatchery Reared","JDB16067.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-07,"Mark",2016-03-07 13:00:00,650,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7C46","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Mark",2015-02-17 15:00:00,670,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7C81","Summer","Wild Fish or Natural Production","JDB16081.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-21,"Mark",2016-03-21 13:00:00,600,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7C91","Summer","Wild Fish or Natural Production","JDB16027.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-01-27,"Mark",2016-01-27 13:00:00,690,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA7C91","Summer","Wild Fish or Natural Production","JDB16027.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-01-27,"Observation",2016-03-08 21:27:03,NA,1,FALSE,NA,NA,NA
"HST","Upstream Array","3D9.1C2DCA7C91","Summer","Wild Fish or Natural Production","JDB16027.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-01-27,"Observation",2016-03-13 16:06:10,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA7C91","Summer","Wild Fish or Natural Production","JDB16027.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-01-27,"Observation",2016-04-15 05:00:47,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7EB5","Summer","Wild Fish or Natural Production","JDB15100.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-10,"Mark",2015-04-10 17:00:00,620,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA7EB5","Summer","Wild Fish or Natural Production","JDB15100.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-10,"Observation",2015-04-17 00:24:41,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA7EB5","Summer","Wild Fish or Natural Production","JDB15100.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-10,"Observation",2015-04-21 05:07:07,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA7FA9","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Mark",2015-03-19 14:00:00,590,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA7FA9","Summer","Wild Fish or Natural Production","JDB15078.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-19,"Observation",2015-05-07 03:02:39,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA815A","Summer","Wild Fish or Natural Production","JDB15076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-17,"Mark",2015-03-17 14:00:00,590,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA829A","Summer","Wild Fish or Natural Production","JDB15096.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-06,"Mark",2015-04-06 15:00:00,660,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA829A","Summer","Wild Fish or Natural Production","JDB15096.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-04-06,"Observation",2015-04-20 04:24:34,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA8647","Summer","Wild Fish or Natural Production","JDB16095.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-04,"Mark",2016-04-04 13:00:00,610,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA8647","Summer","Wild Fish or Natural Production","JDB16095.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-04,"Observation",2016-04-13 11:38:53,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA8688","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Mark",2016-02-18 13:00:00,720,1,FALSE,NA,NA,NA
"HST","Upstream Array","3D9.1C2DCA8688","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Observation",2016-03-12 10:03:07,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA870A","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,690,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA87B2","Summer","Wild Fish or Natural Production","JDB15019.TOD","TOUCHR","509.035",17070102,"Walla Walla",2015-01-19,"Mark",2015-01-19 15:00:00,690,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA87B2","Summer","Wild Fish or Natural Production","JDB15019.TOD","TOUCHR","509.035",17070102,"Walla Walla",2015-01-19,"Observation",2015-03-11 01:40:01,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA87B2","Summer","Wild Fish or Natural Production","JDB15019.TOD","TOUCHR","509.035",17070102,"Walla Walla",2015-01-19,"Observation",2015-04-16 18:08:22,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA87B9","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Mark",2015-02-17 15:00:00,690,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA87B9","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Observation",2015-03-09 22:10:55,NA,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA87B9","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Observation",2015-03-14 06:28:24,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA88AD","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,720,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA88AD","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Observation",2016-03-14 12:17:41,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA88CE","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Mark",2015-02-17 15:00:00,760,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2DCA88CE","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Observation",2015-03-27 19:41:43,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA89E4","Summer","Hatchery Reared","JDB16054.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-23,"Mark",2016-02-23 13:00:00,590,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA90A6","Summer","Wild Fish or Natural Production","JDB16072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-12,"Mark",2016-03-12 13:00:00,560,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA91F5","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Mark",2016-03-01 13:00:00,550,1,FALSE,NA,NA,NA
"HST","Upstream Array","3D9.1C2DCA91F5","Summer","Wild Fish or Natural Production","JDB16061.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-01,"Observation",2016-03-22 01:33:09,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9275","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Mark",2015-02-17 15:00:00,610,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA92DD","Summer","Hatchery Reared","JDB16068.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-08,"Mark",2016-03-08 13:00:00,610,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9323","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,700,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA932E","Summer","Wild Fish or Natural Production","JDB16027.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-01-27,"Mark",2016-01-27 13:00:00,680,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA93D3","Summer","Wild Fish or Natural Production","JDB16077.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-17,"Mark",2016-03-17 13:00:00,600,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA94EA","Summer","Wild Fish or Natural Production","JDB16071.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-11,"Mark",2016-03-11 13:00:00,570,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA94EA","Summer","Wild Fish or Natural Production","JDB16071.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-11,"Observation",2016-04-02 09:42:33,NA,1,FALSE,NA,NA,NA
"MC1","COUNTING WINDOW","3D9.1C2DCA94EA","Summer","Wild Fish or Natural Production","JDB16071.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-11,"Observation",2016-04-06 21:43:49,NA,1,FALSE,NA,NA,NA
"B2J","FULL FLOW BYPASS","3D9.1C2DCA94EA","Summer","Wild Fish or Natural Production","JDB16071.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-11,"Observation",2016-04-12 03:30:07,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9547","Summer","Wild Fish or Natural Production","JDB15058.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-27,"Mark",2015-02-27 14:00:00,620,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA9547","Summer","Wild Fish or Natural Production","JDB15058.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-27,"Observation",2015-04-13 10:23:27,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9599","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Mark",2016-03-16 13:00:00,670,1,FALSE,NA,NA,NA
"MCJ","FULL FLOW BYPASS","3D9.1C2DCA9599","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Observation",2016-04-11 21:01:13,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA95BF","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Mark",2015-02-17 15:00:00,690,1,FALSE,NA,NA,NA
"PRV","ARRAY","3D9.1C2DCA95BF","Summer","Wild Fish or Natural Production","JDB15048.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-17,"Observation",2015-04-19 07:04:06,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA980A","Summer","Wild Fish or Natural Production","JDB15114.TOU","TOUCHR","509.035.055",17070102,"Walla Walla",2015-04-24,"Mark",2015-04-24 17:00:00,700,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA980D","Summer","Wild Fish or Natural Production","JDB16099.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-08,"Mark",2016-04-08 13:00:00,720,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9858","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Mark",2015-03-13 14:00:00,660,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA9858","Summer","Wild Fish or Natural Production","JDB15072.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-03-13,"Observation",2015-03-24 22:09:33,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9B16","Summer","Wild Fish or Natural Production","JDB16106.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-15,"Mark",2016-04-15 13:00:00,690,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9CE3","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Mark",2016-02-18 13:00:00,600,1,FALSE,NA,NA,NA
"BBT","UPSTREAM ARRAY","3D9.1C2DCA9CE3","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Observation",2016-03-02 05:58:41,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9E70","Summer","Wild Fish or Natural Production","JDB15047.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-02-16,"Mark",2015-02-16 15:00:00,530,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9E8A","Summer","Wild Fish or Natural Production","JDB16084.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-24,"Mark",2016-03-24 13:00:00,570,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9F30","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Mark",2016-02-18 13:00:00,690,1,FALSE,NA,NA,NA
"HST","Upstream Array","3D9.1C2DCA9F30","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Observation",2016-03-09 16:35:01,NA,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCA9F30","Summer","Wild Fish or Natural Production","JDB16049.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-18,"Observation",2016-04-11 00:33:06,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9F53","Summer","Wild Fish or Natural Production","JDB16090.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-30,"Mark",2016-03-30 13:00:00,670,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9F82","Summer","Wild Fish or Natural Production","JDB16043.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-12,"Mark",2016-02-12 13:00:00,630,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCA9F82","Summer","Wild Fish or Natural Production","JDB16043.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-12,"Observation",2016-03-02 04:29:42,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCA9FE2","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,580,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCAA003","Summer","Wild Fish or Natural Production","JDB16095.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-04-04,"Mark",2016-04-04 13:00:00,700,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCAA00B","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Mark",2016-03-16 13:00:00,550,1,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3D9.1C2DCAA00B","Summer","Wild Fish or Natural Production","JDB16076.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-16,"Observation",2016-04-26 21:03:17,NA,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCAA044","Summer","Wild Fish or Natural Production","JDB16045.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-02-14,"Mark",2016-02-14 13:00:00,790,1,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCAA0F4","Summer","Wild Fish or Natural Production","JDB16062.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-02,"Mark",2016-03-02 13:00:00,600,1,FALSE,NA,NA,NA
"MCJ","ADULT FISH RETURN","3D9.1C2DCAA0F4","Summer","Wild Fish or Natural Production","JDB16062.TOU","TOUCHR","509.035",17070102,"Walla Walla",2016-03-02,"Observation",2016-04-20 13:43:56,NA,2,FALSE,NA,NA,NA
"TOUCHR",NA,"3D9.1C2DCAA137","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Mark",2015-01-26 15:00:00,610,1,FALSE,NA,NA,NA
"BBT","DOWNSTREAM ARRAY","3D9.1C2DCAA137","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Observation",2015-03-13 04:30:27,NA,1,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3D9.1C2DCAA137","Summer","Wild Fish or Natural Production","JDB15026.TOU","TOUCHR","509.035",17070102,"Walla Walla",2015-01-26,"Observation",2015-03-27 15:49:41,NA,1,FALSE,NA,NA,NA
